time,course,instructor,semester,observation,year,Student.AnsweringQuestion,Student.AskingQuestion,Instructor.AskingClickerQuestion,Instructor.GivingFeedback,Instructor.Lecturing,Instructor.WritingOnBoard,Instructor.MovingThroughGroup,Students.GroupWork,EffectSize.StudentPerformance
34,12,K,2,2,1,0,1,0,0,1,0,0,0,0.83
36,12,K,2,2,1,0,1,0,0,0,0,0,0,0.83
38,12,K,2,2,1,0,0,0,0,1,0,1,1,0.83
40,12,K,2,2,1,0,0,0,0,0,0,1,1,0.83
42,12,K,2,2,1,0,0,0,0,0,0,1,1,0.83
44,12,K,2,2,1,1,0,0,1,0,0,0,0,0.83
46,12,K,2,2,1,1,0,0,1,0,0,0,0,0.83
48,12,K,2,2,1,1,0,0,1,0,0,0,0,0.83
50,12,K,2,2,1,0,0,0,1,0,0,0,0,0.83
2,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
4,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
6,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
8,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
10,12,K,2,3,1,0,0,0,0,1,0,1,1,0.83
12,12,K,2,3,1,1,0,0,1,0,0,0,0,0.83
14,12,K,2,3,1,1,1,0,1,1,0,0,0,0.83
16,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
18,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
20,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
22,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
24,12,K,2,3,1,0,0,1,0,1,0,1,1,0.83
26,12,K,2,3,1,0,0,1,0,0,0,1,1,0.83
28,12,K,2,3,1,0,0,0,1,0,0,0,0,0.83
30,12,K,2,3,1,0,1,0,0,0,0,0,0,0.83
32,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
34,12,K,2,3,1,0,0,0,0,1,0,0,0,0.83
2,12,Y,1,1,1,0,1,0,0,0,0,0,0,1.4
4,12,Y,1,1,1,1,0,0,0,1,0,0,0,1.4
6,12,Y,1,1,1,0,1,0,0,1,0,0,0,1.4
8,12,Y,1,1,1,1,0,0,0,1,1,0,0,1.4
10,12,Y,1,1,1,1,0,0,0,0,1,0,0,1.4
12,12,Y,1,1,1,1,0,0,0,0,1,0,0,1.4
14,12,Y,1,1,1,1,1,0,0,1,1,0,0,1.4
16,12,Y,1,1,1,0,0,0,0,1,0,0,1,1.4
18,12,Y,1,1,1,1,0,0,0,0,0,1,1,1.4
20,12,Y,1,1,1,1,0,0,1,0,0,0,0,1.4
22,12,Y,1,1,1,0,1,0,0,1,0,0,0,1.4
24,12,Y,1,1,1,0,1,0,0,0,0,0,0,1.4
26,12,Y,1,1,1,1,1,0,0,0,0,0,0,1.4
28,12,Y,1,1,1,1,0,0,0,1,0,0,0,1.4
30,12,Y,1,1,1,0,0,0,0,1,0,0,0,1.4
32,12,Y,1,1,1,0,0,0,0,0,0,1,1,1.4
34,12,Y,1,1,1,1,0,0,0,1,0,0,0,1.4
36,12,Y,1,1,1,1,0,0,0,0,0,0,0,1.4
38,12,Y,1,1,1,0,0,0,0,0,0,0,0,1.4
40,12,Y,1,1,1,0,1,0,0,1,0,0,0,1.4
42,12,Y,1,1,1,1,0,0,0,1,0,0,0,1.4
44,12,Y,1,1,1,0,0,0,0,0,0,0,0,1.4
46,12,Y,1,1,1,0,0,0,0,0,0,0,0,1.4
48,12,Y,1,1,1,1,1,0,0,1,0,0,0,1.4
2,12,Y,1,2,1,0,0,0,0,0,0,0,0,1.4
4,12,Y,1,2,1,1,0,0,0,1,1,0,0,1.4
6,12,Y,1,2,1,1,0,0,0,1,1,0,0,1.4
8,12,Y,1,2,1,0,0,0,0,1,1,0,0,1.4
10,12,Y,1,2,1,0,1,0,0,1,0,0,0,1.4
12,12,Y,1,2,1,0,0,0,0,1,0,0,0,1.4
14,12,Y,1,2,1,0,0,0,0,0,0,1,1,1.4
16,12,Y,1,2,1,1,0,0,1,0,1,1,1,1.4
18,12,Y,1,2,1,1,0,0,1,0,1,0,0,1.4
20,12,Y,1,2,1,1,0,0,1,0,1,0,0,1.4
22,12,Y,1,2,1,0,0,0,1,1,1,0,0,1.4
24,12,Y,1,2,1,0,1,0,0,1,0,0,0,1.4
26,12,Y,1,2,1,0,0,0,0,1,0,0,0,1.4
28,12,Y,1,2,1,0,0,0,0,1,0,0,0,1.4
30,12,Y,1,2,1,0,1,0,0,1,0,0,0,1.4
32,12,Y,1,2,1,1,0,0,1,1,0,1,1,1.4
34,12,Y,1,2,1,1,0,0,1,0,0,0,0,1.4
36,12,Y,1,2,1,1,0,0,0,1,0,0,0,1.4
38,12,Y,1,2,1,0,0,0,0,1,0,0,0,1.4
40,12,Y,1,2,1,0,0,0,0,1,0,0,0,1.4
42,12,Y,1,2,1,0,1,0,0,1,0,0,0,1.4
44,12,Y,1,2,1,1,0,0,0,1,0,0,0,1.4
46,12,Y,1,2,1,0,0,0,0,1,0,0,0,1.4
48,12,Y,1,2,1,0,0,0,0,0,0,0,0,1.4
2,12,Y,1,3,1,0,0,0,0,0,0,0,0,1.4
4,12,Y,1,3,1,0,0,0,0,1,0,0,0,1.4
6,12,Y,1,3,1,0,0,0,0,1,0,0,0,1.4
8,12,Y,1,3,1,0,0,0,0,1,0,0,0,1.4
10,12,Y,1,3,1,0,0,0,0,1,0,0,0,1.4
12,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
14,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
16,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
18,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
20,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
22,12,Y,1,3,1,0,0,0,0,0,0,0,0,1.4
24,12,Y,1,3,1,0,0,0,0,0,0,0,0,1.4
26,12,Y,1,3,1,0,0,0,0,0,0,0,1,1.4
28,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
30,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
32,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
34,12,Y,1,3,1,0,0,0,0,0,0,1,1,1.4
36,12,Y,1,3,1,0,0,1,0,0,0,0,1,1.4
38,12,Y,1,3,1,1,0,0,1,0,1,0,0,1.4
40,12,Y,1,3,1,0,1,0,0,0,0,0,0,1.4
42,12,Y,1,3,1,0,0,0,0,0,0,0,0,1.4
44,12,Y,1,3,1,0,0,0,0,0,0,0,0,1.4
46,12,Y,1,3,1,1,0,0,1,0,1,0,0,1.4
48,12,Y,1,3,1,1,0,0,1,0,1,0,0,1.4
50,12,Y,1,3,1,1,1,0,1,0,0,0,0,1.4
52,12,Y,1,3,1,1,1,0,1,0,1,0,0,1.4
54,12,Y,1,3,1,1,0,0,1,0,1,0,0,1.4
2,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
4,21,L,1,1,2,0,0,1,0,1,0,0,1,0.16
6,21,L,1,1,2,0,0,1,0,0,0,0,1,0.16
8,21,L,1,1,2,1,0,1,1,0,0,0,0,0.16
10,21,L,1,1,2,1,0,0,1,0,1,0,0,0.16
12,21,L,1,1,2,0,0,0,1,0,1,0,0,0.16
14,21,L,1,1,2,0,0,0,1,1,1,0,0,0.16
16,21,L,1,1,2,0,0,0,1,1,0,0,0,0.16
18,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
20,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
22,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
24,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
26,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
28,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
30,21,L,1,1,2,1,0,0,0,1,0,0,0,0.16
32,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
34,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
36,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
38,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
40,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
42,21,L,1,1,2,0,0,0,0,1,1,0,0,0.16
44,21,L,1,1,2,0,0,0,0,1,1,0,0,0.16
46,21,L,1,1,2,0,0,0,0,1,1,0,0,0.16
48,21,L,1,1,2,0,1,0,0,1,0,0,0,0.16
50,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
52,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
54,21,L,1,1,2,1,0,0,0,1,0,0,0,0.16
56,21,L,1,1,2,0,1,0,0,1,0,0,0,0.16
58,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
60,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
62,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
64,21,L,1,1,2,0,0,0,0,1,0,0,0,0.16
66,21,L,1,1,2,0,0,1,0,1,0,0,1,0.16
68,21,L,1,1,2,0,0,1,1,1,0,0,1,0.16
2,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
4,21,L,1,2,2,0,0,0,0,1,1,0,0,0.16
6,21,L,1,2,2,0,0,0,0,1,1,0,0,0.16
8,21,L,1,2,2,0,0,0,0,1,1,0,0,0.16
10,21,L,1,2,2,0,0,0,0,1,1,0,0,0.16
12,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
14,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
16,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
18,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
20,21,L,1,2,2,0,1,0,0,1,0,0,0,0.16
22,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
24,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
26,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
28,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
30,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
32,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
34,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
36,21,L,1,2,2,1,0,0,0,1,0,0,0,0.16
38,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
40,21,L,1,2,2,0,0,1,0,1,0,1,1,0.16
42,21,L,1,2,2,1,0,1,1,0,0,1,1,0.16
44,21,L,1,2,2,1,0,0,1,0,0,0,0,0.16
46,21,L,1,2,2,1,0,0,1,0,0,0,0,0.16
48,21,L,1,2,2,0,0,0,1,1,0,0,0,0.16
50,21,L,1,2,2,0,0,1,1,1,0,0,1,0.16
52,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
54,21,L,1,2,2,1,0,0,0,1,0,0,0,0.16
56,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
58,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
60,21,L,1,2,2,0,0,0,0,1,0,0,0,0.16
62,21,L,1,2,2,0,0,1,0,1,0,1,1,0.16
64,21,L,1,2,2,0,0,1,1,0,0,0,1,0.16
66,21,L,1,2,2,0,0,1,1,0,0,0,1,0.16
2,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
4,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
6,21,M,1,1,2,1,0,0,0,1,0,0,0,1.09
8,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
10,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
12,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
14,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
16,21,M,1,1,2,0,1,0,0,0,0,0,0,1.09
18,21,M,1,1,2,1,0,0,0,1,0,0,0,1.09
20,21,M,1,1,2,1,0,0,0,1,0,0,0,1.09
22,21,M,1,1,2,1,0,0,0,1,0,0,0,1.09
24,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
26,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
28,21,M,1,1,2,0,0,1,1,0,0,1,1,1.09
30,21,M,1,1,2,0,1,1,1,0,0,0,1,1.09
32,21,M,1,1,2,1,0,0,1,0,0,0,0,1.09
34,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
36,21,M,1,1,2,0,0,0,0,0,0,1,1,1.09
38,21,M,1,1,2,0,0,0,0,0,0,1,1,1.09
40,21,M,1,1,2,0,0,0,0,0,0,1,1,1.09
42,21,M,1,1,2,0,0,0,1,0,0,0,1,1.09
44,21,M,1,1,2,0,0,1,1,0,0,0,1,1.09
46,21,M,1,1,2,1,0,1,1,0,0,0,0,1.09
48,21,M,1,1,2,0,0,0,1,0,0,0,0,1.09
50,21,M,1,1,2,1,1,0,1,0,0,0,0,1.09
52,21,M,1,1,2,1,0,0,1,1,0,0,0,1.09
54,21,M,1,1,2,0,1,0,0,1,0,0,0,1.09
56,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
58,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
60,21,M,1,1,2,1,0,0,0,1,0,0,0,1.09
62,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
64,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
66,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
68,21,M,1,1,2,0,0,0,0,1,0,0,0,1.09
2,21,M,1,2,2,0,0,0,0,0,0,0,0,1.09
4,21,M,1,2,2,0,0,0,0,0,0,0,0,1.09
6,21,M,1,2,2,0,0,0,0,0,0,0,0,1.09
8,21,M,1,2,2,0,0,0,0,0,0,0,0,1.09
10,21,M,1,2,2,0,0,0,0,1,0,0,0,1.09
12,21,M,1,2,2,0,0,1,0,1,0,0,1,1.09
14,21,M,1,2,2,1,0,1,1,0,0,0,1,1.09
16,21,M,1,2,2,0,0,0,0,1,0,0,0,1.09
18,21,M,1,2,2,0,0,1,0,1,0,0,1,1.09
20,21,M,1,2,2,1,0,1,1,0,0,0,1,1.09
22,21,M,1,2,2,1,0,0,0,1,0,0,0,1.09
24,21,M,1,2,2,1,0,0,0,1,0,0,1,1.09
26,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
28,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
30,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
32,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
34,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
36,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
38,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
40,21,M,1,2,2,0,0,0,0,0,0,1,1,1.09
42,21,M,1,2,2,1,0,0,1,0,0,0,1,1.09
44,21,M,1,2,2,1,1,0,1,0,0,0,0,1.09
46,21,M,1,2,2,1,0,0,1,0,0,0,0,1.09
48,21,M,1,2,2,0,0,1,1,0,0,0,1,1.09
50,21,M,1,2,2,1,0,0,1,0,0,0,0,1.09
52,21,M,1,2,2,0,1,0,0,0,0,0,0,1.09
54,21,M,1,2,2,0,1,0,0,0,0,0,0,1.09
56,21,M,1,2,2,0,1,0,0,1,0,0,0,1.09
58,21,M,1,2,2,1,0,1,1,1,0,0,1,1.09
60,21,M,1,2,2,0,0,1,1,0,0,0,1,1.09
62,21,M,1,2,2,0,0,1,1,0,0,1,1,1.09
64,21,M,1,2,2,1,0,0,1,0,0,0,0,1.09
66,21,M,1,2,2,1,0,0,1,1,0,0,0,1.09
68,21,M,1,2,2,1,0,0,0,1,0,0,0,1.09
70,21,M,1,2,2,0,0,1,1,0,0,0,1,1.09
72,21,M,1,2,2,1,0,0,0,1,0,0,0,1.09
74,21,M,1,2,2,1,0,0,0,1,0,0,0,1.09
76,21,M,1,2,2,1,0,0,0,0,0,0,0,1.09
78,21,M,1,2,2,1,0,0,1,1,0,0,0,1.09
2,21,N,1,1,2,0,0,0,0,1,0,0,0,0.89
4,21,N,1,1,2,1,0,0,0,1,0,0,0,0.89
6,21,N,1,1,2,1,1,0,0,1,0,0,0,0.89
8,21,N,1,1,2,1,0,0,0,1,0,0,0,0.89
10,21,N,1,1,2,0,0,0,0,1,0,1,1,0.89
12,21,N,1,1,2,0,0,0,0,0,0,1,1,0.89
14,21,N,1,1,2,1,0,0,1,0,0,1,1,0.89
16,21,N,1,1,2,1,1,0,1,0,0,0,0,0.89
18,21,N,1,1,2,0,1,0,1,0,0,0,0,0.89
20,21,N,1,1,2,1,1,0,1,0,0,0,0,0.89
22,21,N,1,1,2,0,0,0,1,1,0,0,0,0.89
24,21,N,1,1,2,0,0,1,1,0,0,0,1,0.89
26,21,N,1,1,2,1,0,0,0,1,0,0,0,0.89
28,21,N,1,1,2,1,1,0,0,1,0,0,0,0.89
30,21,N,1,1,2,0,1,0,0,1,0,0,0,0.89
32,21,N,1,1,2,0,0,0,0,1,0,0,0,0.89
34,21,N,1,1,2,1,0,0,0,0,0,0,0,0.89
36,21,N,1,1,2,1,1,0,0,0,0,0,0,0.89
38,21,N,1,1,2,0,1,1,0,0,0,0,1,0.89
40,21,N,1,1,2,1,0,0,1,0,0,0,1,0.89
42,21,N,1,1,2,1,0,0,1,0,0,0,0,0.89
44,21,N,1,1,2,0,1,0,1,0,0,0,0,0.89
46,21,N,1,1,2,1,0,0,1,1,0,0,0,0.89
48,21,N,1,1,2,0,0,1,0,1,0,0,1,0.89
2,21,N,1,2,2,0,1,0,0,0,0,0,0,0.89
4,21,N,1,2,2,1,0,0,0,0,0,0,0,0.89
6,21,N,1,2,2,0,0,1,0,1,0,0,1,0.89
8,21,N,1,2,2,1,0,1,1,0,0,0,1,0.89
10,21,N,1,2,2,1,0,0,1,0,0,0,0,0.89
12,21,N,1,2,2,1,1,0,1,0,0,0,0,0.89
14,21,N,1,2,2,0,1,1,1,0,0,0,1,0.89
16,21,N,1,2,2,0,1,1,1,0,0,0,0,0.89
18,21,N,1,2,2,1,1,0,1,0,0,0,0,0.89
20,21,N,1,2,2,0,0,1,1,1,0,0,1,0.89
22,21,N,1,2,2,0,1,1,1,0,0,0,1,0.89
24,21,N,1,2,2,1,0,0,1,1,0,0,0,0.89
26,21,N,1,2,2,0,1,0,0,1,0,0,0,0.89
28,21,N,1,2,2,0,0,0,0,1,0,0,0,0.89
30,21,N,1,2,2,1,0,0,0,1,0,0,0,0.89
32,21,N,1,2,2,1,0,1,1,0,0,0,1,0.89
34,21,N,1,2,2,1,0,0,1,0,0,0,0,0.89
36,21,N,1,2,2,1,0,1,1,1,0,0,0,0.89
38,21,N,1,2,2,0,1,1,0,1,0,0,1,0.89
40,21,N,1,2,2,0,0,1,1,0,0,0,1,0.89
42,21,N,1,2,2,1,0,0,1,1,0,0,0,0.89
44,21,N,1,2,2,1,0,0,0,1,0,0,0,0.89
46,21,N,1,2,2,0,0,0,0,1,0,1,1,0.89
48,21,N,1,2,2,0,1,1,0,0,0,1,1,0.89
2,21,N,1,3,2,1,0,1,0,1,0,0,1,0.89
4,21,N,1,3,2,1,1,1,1,0,0,0,1,0.89
6,21,N,1,3,2,0,0,0,1,1,0,0,0,0.89
8,21,N,1,3,2,0,0,0,0,1,0,1,1,0.89
10,21,N,1,3,2,0,0,0,0,0,0,1,1,0.89
12,21,N,1,3,2,1,0,0,1,0,0,0,0,0.89
14,21,N,1,3,2,1,0,0,1,0,0,0,0,0.89
16,21,N,1,3,2,1,0,1,1,0,0,0,1,0.89
18,21,N,1,3,2,1,0,1,1,0,0,0,1,0.89
20,21,N,1,3,2,0,0,0,1,1,0,0,0,0.89
22,21,N,1,3,2,0,0,0,0,1,0,1,1,0.89
24,21,N,1,3,2,1,1,0,0,1,0,0,1,0.89
26,21,N,1,3,2,0,0,0,0,0,0,1,1,0.89
28,21,N,1,3,2,0,0,0,1,0,0,1,1,0.89
30,21,N,1,3,2,0,0,0,1,1,0,1,1,0.89
32,21,N,1,3,2,0,0,0,1,0,0,1,1,0.89
34,21,N,1,3,2,0,0,0,1,0,0,0,1,0.89
36,21,N,1,3,2,0,1,0,1,1,0,0,1,0.89
38,21,N,1,3,2,0,0,0,1,1,0,0,0,0.89
2,21,O,1,1,2,0,0,0,0,0,0,0,0,1.04
4,21,O,1,1,2,1,0,0,0,1,0,0,0,1.04
6,21,O,1,1,2,1,0,0,0,1,0,0,0,1.04
8,21,O,1,1,2,0,0,0,0,1,0,0,1,1.04
10,21,O,1,1,2,1,0,0,1,0,0,0,1,1.04
12,21,O,1,1,2,0,0,0,1,1,0,0,0,1.04
14,21,O,1,1,2,0,1,0,0,1,0,0,0,1.04
16,21,O,1,1,2,0,0,0,0,1,0,0,0,1.04
18,21,O,1,1,2,1,0,0,0,1,0,0,0,1.04
20,21,O,1,1,2,0,0,0,0,1,0,0,0,1.04
22,21,O,1,1,2,0,0,0,0,1,0,0,0,1.04
24,21,O,1,1,2,1,0,0,0,1,0,0,0,1.04
26,21,O,1,1,2,1,0,0,1,0,0,0,0,1.04
28,21,O,1,1,2,1,0,0,1,0,0,0,1,1.04
30,21,O,1,1,2,1,1,0,1,0,0,0,1,1.04
32,21,O,1,1,2,1,0,0,1,0,0,0,0,1.04
34,21,O,1,1,2,1,0,0,1,1,0,0,0,1.04
36,21,O,1,1,2,0,0,1,0,1,0,0,1,1.04
38,21,O,1,1,2,1,0,1,1,0,0,0,1,1.04
40,21,O,1,1,2,0,0,0,1,1,0,0,0,1.04
42,21,O,1,1,2,0,0,0,0,1,0,0,0,1.04
44,21,O,1,1,2,0,0,0,0,1,0,0,0,1.04
46,21,O,1,1,2,0,0,0,0,1,0,0,0,1.04
48,21,O,1,1,2,1,0,0,0,1,0,0,0,1.04
50,21,O,1,1,2,0,0,0,0,1,0,0,0,1.04
2,21,O,1,2,2,0,0,0,0,0,0,0,0,1.04
4,21,O,1,2,2,0,0,1,0,1,0,0,1,1.04
6,21,O,1,2,2,1,0,1,1,0,0,0,1,1.04
8,21,O,1,2,2,0,0,0,1,1,0,0,0,1.04
10,21,O,1,2,2,0,0,0,0,1,0,0,0,1.04
12,21,O,1,2,2,0,0,1,1,0,0,0,1,1.04
14,21,O,1,2,2,0,1,0,1,0,0,0,0,1.04
16,21,O,1,2,2,0,0,0,1,1,0,0,0,1.04
18,21,O,1,2,2,0,0,1,0,1,0,0,1,1.04
20,21,O,1,2,2,1,0,1,1,1,0,0,0,1.04
22,21,O,1,2,2,0,0,1,1,1,0,0,1,1.04
24,21,O,1,2,2,0,0,0,0,1,0,0,0,1.04
26,21,O,1,2,2,0,0,0,0,1,0,0,0,1.04
28,21,O,1,2,2,0,0,0,0,1,0,0,0,1.04
30,21,O,1,2,2,0,0,0,0,1,0,0,0,1.04
32,21,O,1,2,2,0,0,1,0,1,0,0,0,1.04
34,21,O,1,2,2,1,0,1,1,0,0,0,1,1.04
36,21,O,1,2,2,1,0,1,1,0,0,0,1,1.04
38,21,O,1,2,2,0,0,0,0,1,0,0,0,1.04
40,21,O,1,2,2,0,0,1,1,1,0,0,1,1.04
42,21,O,1,2,2,0,0,1,1,1,0,0,1,1.04
44,21,O,1,2,2,1,0,1,1,0,0,0,1,1.04
46,21,O,1,2,2,0,0,0,1,1,0,0,0,1.04
48,21,O,1,2,2,0,0,0,0,1,0,0,0,1.04
2,21,O,1,3,2,1,0,0,0,1,0,0,0,1.04
4,21,O,1,3,2,0,0,0,0,1,0,0,0,1.04
6,21,O,1,3,2,0,0,1,0,1,0,0,1,1.04
8,21,O,1,3,2,0,0,1,0,0,0,0,1,1.04
10,21,O,1,3,2,1,0,1,1,0,0,0,1,1.04
12,21,O,1,3,2,0,0,1,1,0,0,0,1,1.04
14,21,O,1,3,2,0,0,0,1,1,0,0,0,1.04
16,21,O,1,3,2,0,0,0,0,1,0,1,1,1.04
18,21,O,1,3,2,0,0,0,0,0,0,1,1,1.04
20,21,O,1,3,2,0,0,0,1,0,0,1,1,1.04
22,21,O,1,3,2,0,0,0,1,0,0,0,0,1.04
24,21,O,1,3,2,0,1,0,1,0,0,0,1,1.04
26,21,O,1,3,2,0,0,0,0,0,0,0,1,1.04
28,21,O,1,3,2,1,0,0,1,0,0,0,1,1.04
30,21,O,1,3,2,1,0,0,1,0,0,0,0,1.04
32,21,O,1,3,2,0,0,0,1,1,0,0,0,1.04
34,21,O,1,3,2,0,0,0,0,1,0,0,0,1.04
36,21,O,1,3,2,1,0,0,0,1,0,0,0,1.04
2,21,P,1,1,2,1,1,0,0,0,0,0,0,0.96
4,21,P,1,1,2,0,0,0,0,0,0,0,0,0.96
6,21,P,1,1,2,0,0,0,0,0,0,0,0,0.96
8,21,P,1,1,2,0,0,0,0,0,0,0,0,0.96
10,21,P,1,1,2,1,0,0,0,0,0,0,0,0.96
12,21,P,1,1,2,1,0,0,0,0,1,0,0,0.96
14,21,P,1,1,2,1,0,0,0,0,1,0,0,0.96
16,21,P,1,1,2,1,0,0,0,0,1,0,0,0.96
18,21,P,1,1,2,1,0,1,0,0,1,0,1,0.96
20,21,P,1,1,2,1,0,1,1,0,0,0,1,0.96
22,21,P,1,1,2,0,0,0,1,1,0,0,0,0.96
24,21,P,1,1,2,0,0,0,0,0,0,0,0,0.96
26,21,P,1,1,2,1,0,0,1,0,0,0,0,0.96
28,21,P,1,1,2,0,0,1,1,1,0,0,1,0.96
30,21,P,1,1,2,1,0,1,1,0,0,0,1,0.96
32,21,P,1,1,2,1,0,1,1,1,0,0,0,0.96
34,21,P,1,1,2,1,1,1,1,1,0,0,1,0.96
36,21,P,1,1,2,0,0,1,1,1,0,0,1,0.96
38,21,P,1,1,2,0,0,0,0,0,0,1,1,0.96
40,21,P,1,1,2,0,0,0,0,0,0,1,1,0.96
42,21,P,1,1,2,1,0,0,1,0,0,1,1,0.96
44,21,P,1,1,2,1,0,0,1,1,0,0,0,0.96
46,21,P,1,1,2,0,1,0,0,1,0,0,0,0.96
48,21,P,1,1,2,0,1,1,0,0,0,0,1,0.96
50,21,P,1,1,2,1,0,0,1,1,0,0,0,0.96
52,21,P,1,1,2,0,0,0,0,1,0,0,0,0.96
54,21,P,1,1,2,0,0,0,0,1,0,0,0,0.96
56,21,P,1,1,2,0,0,1,1,0,0,0,1,0.96
58,21,P,1,1,2,0,0,0,0,0,0,0,1,0.96
60,21,P,1,1,2,0,0,0,0,0,0,1,1,0.96
62,21,P,1,1,2,0,0,0,0,0,0,1,1,0.96
64,21,P,1,1,2,0,0,0,1,0,1,0,0,0.96
66,21,P,1,1,2,0,0,0,1,0,1,0,0,0.96
68,21,P,1,1,2,1,0,0,0,1,0,0,0,0.96
70,21,P,1,1,2,0,0,1,0,1,0,1,1,0.96
72,21,P,1,1,2,1,0,1,1,0,0,0,1,0.96
74,21,P,1,1,2,0,0,1,1,0,0,0,1,0.96
76,21,P,1,1,2,1,0,1,1,0,0,0,1,0.96
78,21,P,1,1,2,0,1,0,1,0,0,0,0,0.96
2,21,P,1,2,2,0,0,0,0,0,0,0,0,0.96
4,21,P,1,2,2,0,0,0,0,0,0,0,0,0.96
6,21,P,1,2,2,0,0,0,0,0,0,0,0,0.96
8,21,P,1,2,2,1,0,0,0,0,1,0,0,0.96
10,21,P,1,2,2,1,0,0,0,0,1,0,0,0.96
12,21,P,1,2,2,0,0,0,0,0,1,0,0,0.96
14,21,P,1,2,2,0,0,1,0,0,0,0,1,0.96
16,21,P,1,2,2,0,0,1,1,0,0,0,1,0.96
18,21,P,1,2,2,1,0,1,1,0,0,0,1,0.96
20,21,P,1,2,2,0,0,1,1,0,0,0,1,0.96
22,21,P,1,2,2,0,0,0,1,0,0,0,0,0.96
24,21,P,1,2,2,0,1,0,1,1,0,0,0,0.96
26,21,P,1,2,2,0,0,1,1,1,0,0,1,0.96
28,21,P,1,2,2,0,0,1,1,1,0,0,1,0.96
30,21,P,1,2,2,0,0,1,0,1,0,0,1,0.96
32,21,P,1,2,2,1,0,1,1,0,0,0,1,0.96
34,21,P,1,2,2,1,1,0,0,0,0,0,0,0.96
